business_age,annual_revenue,monthly_cash_flow,existing_loan,repayment_history,gst_consistency,profit_margin,transaction_count,payment_defaults,loan_amount,debt_to_income,loan_default
3,4118446,28510,579649,53,92,6.18,308,8,1523378,0.14,1
19,2768921,71608,1422514,77,91,28.94,939,7,1195688,0.51,1
12,2402888,324326,676618,75,62,28.41,898,6,1831768,0.28,0
16,2059722,245699,959012,53,56,25.1,256,8,1796805,0.47,1
11,4324741,36883,1435493,65,59,7.94,145,3,1220978,0.33,0
10,2752192,212499,464944,86,77,34.92,403,1,1698343,0.17,0
20,335797,176916,1075986,71,53,27.69,345,3,1591077,3.2,1
4,2733573,239995,785334,85,81,27.04,104,9,1007184,0.29,1
12,1924620,21094,1251590,87,71,6.92,768,2,838405,0.65,0
2,2782229,22644,558212,84,69,16.96,265,1,208460,0.2,0
19,3312734,242380,899054,74,97,7.59,407,1,801588,0.27,0
5,558062,95834,857263,57,69,15.83,948,7,282263,1.54,1
8,3155251,381126,405480,66,55,22.11,906,4,104188,0.13,0
7,2277645,62748,290182,67,58,31.37,285,5,1184193,0.13,0
14,1601471,331165,235530,99,77,13.49,780,7,324395,0.15,0
3,4979897,72651,271280,61,62,23.7,823,6,234438,0.05,0
18,1916548,308951,1323933,82,80,9.94,224,6,1200639,0.69,1
16,4604003,38669,1257256,72,88,15.62,247,6,1751461,0.27,0
19,1218143,171233,1157122,61,99,33.42,259,6,1950960,0.95,1
19,4300321,298683,551719,60,63,27.43,92,7,774335,0.13,1
18,4358527,289889,1090866,62,71,21.37,690,0,1415003,0.25,0
20,2087145,180505,985043,84,86,12.55,407,2,1955653,0.47,0
16,2297711,243670,478751,76,94,16.39,397,0,1684604,0.21,0
8,237361,306699,130374,74,73,9.7,231,7,549502,0.55,1
1,3098845,304827,1091323,89,57,15.6,667,1,1247124,0.35,0
17,3663227,35741,724568,52,64,9.52,814,6,621398,0.2,1
12,2657856,163358,653420,98,100,28.86,695,5,1153704,0.25,0
11,1961856,13599,1383714,74,90,7.42,668,0,801875,0.71,0
5,2541102,138513,739435,94,55,10.68,190,5,305979,0.29,0
12,3771488,299437,670247,59,72,25.74,171,8,1628637,0.18,1
17,200037,287533,524339,66,74,32.08,696,2,155983,2.62,1
6,3817177,284462,1265219,52,80,33.94,828,6,1146641,0.33,1
1,4697868,275199,1301692,94,95,30.08,123,3,1723794,0.28,0
5,821531,131164,290635,71,78,11.34,241,0,810822,0.35,0
14,853668,92579,559168,87,72,13.57,301,6,716935,0.66,1
5,3604158,147392,1239613,63,59,31.12,407,0,895060,0.34,0
1,2856040,114817,373200,76,58,31.68,391,3,1093502,0.13,0
18,903645,14642,1095937,91,98,24.22,148,8,581470,1.21,1
16,1505927,19321,349829,69,62,14.41,423,4,531890,0.23,0
9,2821872,352112,1143417,97,81,11.72,239,6,552384,0.41,0
19,793975,229365,988660,67,98,30.57,192,6,458975,1.25,1
5,3065728,112770,515750,62,100,11.16,491,2,141753,0.17,0
2,4183063,163043,1286479,91,94,24.85,879,7,1767244,0.31,0
15,2482373,266054,651006,55,90,34.04,472,0,1928096,0.26,0
7,3040152,381906,106379,59,50,26.16,627,3,763028,0.03,0
4,2750552,124183,837160,86,50,12.73,521,9,1871426,0.3,1
1,1052224,127159,664051,78,86,13.48,71,3,1353990,0.63,0
13,2592735,297871,9756,55,89,7.79,113,1,1532801,0.0,0
20,1561968,83820,647958,88,67,25.59,595,5,1141122,0.41,1
7,3822546,119062,1112655,60,85,20.55,40,0,1559807,0.29,0
15,3806940,224273,946024,97,80,11.19,125,2,121420,0.25,0
14,3268929,37476,1222956,74,50,11.83,867,8,177899,0.37,1
19,3800200,152063,1154137,93,96,5.27,219,9,1868480,0.3,1
20,759031,226169,356580,93,85,34.35,863,5,1332465,0.47,0
18,2901243,130355,16533,79,58,29.84,371,1,1648356,0.01,0
10,2319228,80047,521970,69,71,16.83,300,8,1851454,0.23,1
9,4635728,151868,97417,86,77,33.38,982,1,1679738,0.02,0
8,406384,13881,1404038,65,75,25.31,301,6,689247,3.45,1
10,3727089,25668,722520,80,59,27.54,631,0,1507337,0.19,0
17,4335554,241789,1089005,78,96,25.4,868,4,1100293,0.25,0
2,4539242,175384,1493518,55,52,27.71,558,6,535569,0.33,1
6,3188088,38106,348492,78,51,10.13,264,2,504878,0.11,0
5,1179907,233830,859497,81,86,21.87,967,3,1555917,0.73,0
9,413968,287873,1462445,58,80,30.48,594,4,1725207,3.53,1
5,4782692,139354,879828,86,82,5.59,873,2,1954511,0.18,0
18,494957,80320,537942,72,81,8.7,905,5,1396451,1.09,1
20,2101737,327057,1443900,65,92,12.37,448,2,836594,0.69,0
9,2547855,331546,331627,67,61,13.84,973,7,1073908,0.13,1
17,1664458,131649,144444,68,52,10.48,57,6,554525,0.09,1
17,2502743,376074,430898,93,97,23.73,438,0,1425991,0.17,0
12,4788156,178354,891403,51,75,13.82,321,1,493592,0.19,0
7,1185461,179290,1077871,59,63,9.74,658,3,982048,0.91,1
3,2821021,69739,459329,61,61,32.17,90,4,470963,0.16,0
10,3555361,258765,1391285,95,75,25.85,918,9,1012127,0.39,1
2,2006423,276651,49574,67,65,12.38,665,3,1429045,0.02,0
3,2150408,187375,363211,68,57,15.83,784,3,574037,0.17,0
16,827915,112552,1244582,87,98,27.22,544,8,755564,1.5,1
2,3794128,89059,1078642,86,98,28.73,193,3,584072,0.28,0
10,1376957,165739,214221,76,77,10.29,994,3,1880800,0.16,0
6,1606427,145064,140017,97,56,33.1,109,3,1286702,0.09,0
11,3689550,247898,29418,63,64,28.56,387,1,679388,0.01,0
7,4095090,140514,1131183,94,90,30.7,820,7,1401582,0.28,0
15,2045786,359824,574162,83,85,9.32,226,3,1043629,0.28,0
6,2965013,35530,898590,51,57,9.3,81,4,643097,0.3,0
20,236382,251348,1458922,93,59,14.16,338,7,520656,6.17,1
9,1062219,25305,130538,82,64,6.94,843,3,1365541,0.12,0
20,1918303,119097,213699,68,67,7.73,570,4,866632,0.11,0
12,4252127,263805,1261041,76,95,9.3,79,4,1034558,0.3,1
19,1474856,228339,434610,97,86,26.37,124,5,950547,0.29,0
20,4001082,62044,504588,79,90,5.91,258,6,1725433,0.13,0
3,3546668,140436,573923,56,94,7.5,481,2,1544857,0.16,0
15,4129268,99363,257470,76,100,33.33,146,9,920927,0.06,0
2,2907260,330961,361981,70,92,7.51,102,2,1154552,0.12,0
2,3405677,113038,1261737,56,93,21.12,239,8,983122,0.37,1
3,2706068,56666,279548,97,84,24.28,427,0,644698,0.1,0
6,1835407,291053,1061732,74,51,33.76,965,9,222550,0.58,1
15,4292550,32525,448834,87,71,31.99,636,7,1536532,0.1,0
10,683075,122293,49999,67,64,18.22,948,9,1711696,0.07,1
9,4159770,111046,407001,82,86,33.26,991,2,1185158,0.1,0
1,1977310,47403,179431,82,88,17.97,605,4,1871175,0.09,0
16,527370,178265,484023,81,85,25.1,666,2,1995438,0.92,1
6,3128751,141605,1325414,74,54,12.79,449,9,566373,0.42,1
9,2364533,253626,953618,63,97,24.1,909,0,488288,0.4,0
4,1033142,162018,1236878,87,64,21.15,593,9,899976,1.2,1
2,4673214,295648,32799,87,76,23.2,532,4,1614758,0.01,0
4,4496720,120551,142228,53,65,25.48,98,7,936275,0.03,1
1,3882796,327859,302789,93,85,10.2,905,4,859730,0.08,0
19,1042653,169327,694298,67,87,14.04,84,3,599968,0.67,0
10,2036517,46855,450198,59,67,27.09,960,8,873480,0.22,1
15,551637,51721,339758,84,84,9.91,999,0,723425,0.62,0
19,377946,121597,1271262,84,74,15.33,202,4,1262479,3.36,1
16,1064899,182922,1181963,89,71,24.99,85,0,433474,1.11,0
4,463503,372803,1276915,72,80,33.13,854,5,1050253,2.75,1
2,2518292,306867,884801,74,86,7.26,887,9,1572972,0.35,1
13,2226393,176811,12420,50,83,20.5,227,8,1929712,0.01,1
1,3202083,270429,280456,67,72,7.46,73,1,1157929,0.09,0
17,4726226,15539,807827,64,65,16.37,240,3,316514,0.17,0
13,2579897,126360,302445,74,55,10.26,255,7,1194979,0.12,1
4,1494416,373284,1300561,81,64,24.48,908,2,551032,0.87,0
7,2185196,162383,46972,69,67,27.73,631,6,1695108,0.02,1
17,4118198,244315,1129429,66,87,12.42,978,6,970378,0.27,1
9,1760121,341324,644423,60,62,26.39,457,1,961797,0.37,0
4,643035,389129,82504,62,73,18.4,122,9,1643644,0.13,1
19,3299072,358125,809286,74,62,13.51,455,3,1535840,0.25,0
1,2235115,308078,1169949,69,50,20.7,713,0,1667026,0.52,0
10,889317,281619,332924,74,97,16.39,982,7,1328317,0.37,0
4,4752636,204202,1472721,91,85,11.9,440,9,1852870,0.31,1
9,951240,331721,368602,94,98,27.71,127,9,637334,0.39,1
13,4515596,268040,509652,98,67,28.93,543,8,543273,0.11,0
14,4484874,298152,1374340,80,97,29.01,462,0,515964,0.31,0
10,1195791,217940,831022,50,82,16.46,525,6,1457995,0.69,1
6,2420943,52756,596842,65,87,10.09,423,0,559935,0.25,0
16,3262138,211330,403837,97,92,30.21,362,0,1027915,0.12,0
6,1741121,90730,117781,77,55,14.88,617,8,1717468,0.07,1
17,2160299,92702,525261,70,66,27.44,819,9,1051360,0.24,1
10,3053501,191731,1288786,79,53,29.52,346,9,1182536,0.42,1
18,3027433,318984,845218,52,63,28.04,233,5,1003248,0.28,0
18,2659622,222584,1153495,83,79,16.69,575,0,1245590,0.43,0
3,2097459,310767,1085673,55,95,33.14,341,6,1022891,0.52,1
20,4440012,335447,121403,92,69,24.8,97,2,1725467,0.03,0
15,4149842,318206,549634,78,57,22.27,74,9,1996193,0.13,1
15,1415442,66690,629921,52,51,25.94,803,3,999144,0.45,1
4,4317095,218654,1138993,82,86,6.34,875,3,919531,0.26,0
9,2780309,108980,442369,60,53,16.72,90,7,469851,0.16,1
19,3515537,317410,1007886,94,59,31.44,87,0,936632,0.29,0
17,2791318,171080,1044900,54,69,9.83,199,7,233347,0.37,1
11,4447328,359787,891579,99,84,17.43,399,8,400149,0.2,1
9,1651469,68704,1178593,81,97,17.16,952,6,361564,0.71,0
10,3500874,252153,843487,96,59,15.68,705,0,1522443,0.24,0
18,4936416,389518,1190579,67,77,21.87,700,6,1941393,0.24,1
20,4263997,280526,609122,96,64,34.89,920,5,1592578,0.14,0
13,4912838,215134,939044,69,85,12.68,469,4,1864885,0.19,0
8,248926,361753,752936,88,50,26.15,280,4,1090688,3.02,1
7,3951387,56698,46904,98,71,27.74,466,0,1509526,0.01,0
17,2979060,273254,1100896,89,76,22.53,656,5,1676433,0.37,0
15,4757418,387410,1341720,77,78,7.92,150,3,207575,0.28,0
20,683791,141458,1143917,62,64,22.17,253,0,1516340,1.67,1
15,1870930,225192,782884,75,59,33.6,923,7,1174486,0.42,1
1,2358714,252282,789031,65,69,15.26,173,7,1628359,0.33,1
14,3648281,319945,1398356,74,71,24.19,349,3,1201746,0.38,0
5,2250181,386156,740079,59,99,33.78,656,6,754997,0.33,1
11,996266,368229,711525,78,97,28.94,885,2,1014331,0.71,1
16,2822280,212929,1238503,95,58,25.65,910,7,1218328,0.44,1
2,4425872,41566,1283425,87,100,34.13,631,6,1875363,0.29,0
8,861259,251300,524306,69,81,10.12,72,4,339641,0.61,1
11,810326,33798,131930,75,66,28.18,863,4,1409182,0.16,0
18,1445749,33027,1467784,81,91,17.21,487,8,393744,1.02,1
3,1156277,277775,1474372,88,68,15.81,659,5,1951323,1.28,1
1,2426941,230937,333060,87,89,20.62,432,5,190134,0.14,0
11,1618180,249628,583058,98,76,6.01,33,1,1566024,0.36,0
16,4896298,66878,1264099,73,100,14.38,515,4,1699289,0.26,0
18,274723,55206,1285423,80,86,9.99,536,3,297087,4.68,1
16,3218967,113473,823919,89,83,9.16,781,9,708562,0.26,0
10,3926904,68334,144015,61,96,15.12,387,2,573318,0.04,0
18,1733017,344467,496383,85,98,29.07,558,8,1143132,0.29,1
6,992515,63619,102342,59,59,11.03,656,6,1585291,0.1,1
19,1593196,113536,585745,55,79,20.94,471,3,1202592,0.37,1
4,1235211,165586,1329556,56,70,27.46,560,8,987069,1.08,1
13,2389568,163652,797826,80,70,12.23,534,8,1858171,0.33,1
14,4134740,269201,1382878,76,83,32.73,500,6,1598896,0.33,0
3,847122,226899,517912,57,58,30.99,433,4,255030,0.61,0
10,3982164,16734,386804,52,83,12.54,247,8,424965,0.1,1
6,1961331,224072,634887,89,99,34.69,156,6,1983001,0.32,0
1,2077329,311152,124221,96,61,25.08,788,8,1039159,0.06,1
14,3092970,321493,1297798,70,96,13.58,259,2,872693,0.42,0
8,515315,148886,1125894,50,70,25.43,810,8,515044,2.18,1
19,350594,148923,1380882,94,69,24.99,854,0,737784,3.94,1
14,920892,396622,1465232,99,55,23.19,691,4,990803,1.59,1
10,4263903,142672,1019530,64,99,26.35,491,1,281062,0.24,0
17,4579455,66614,994670,56,94,13.05,537,0,1729429,0.22,0
9,4159015,213474,314856,64,85,34.37,480,2,814553,0.08,0
6,2332942,275836,785072,74,61,30.74,324,6,277045,0.34,0
11,2872452,136745,1420298,52,90,27.37,674,2,1569754,0.49,0
7,2414979,199099,514021,79,80,5.79,973,9,334411,0.21,1
17,3605851,258843,834673,63,51,22.71,200,9,1880516,0.23,1
1,396211,292517,547521,53,65,26.19,49,8,1806145,1.38,1
5,2036082,239708,166083,85,50,30.62,991,2,295171,0.08,0
9,2437699,384557,794609,52,53,33.38,784,5,306192,0.33,0
18,4540496,24507,523099,54,96,32.48,59,1,766808,0.12,0
2,4658434,335075,1214176,74,50,17.18,206,7,1006168,0.26,0
11,2013065,85499,638794,80,96,31.9,338,9,1084999,0.32,1
6,4787281,212714,759106,60,84,5.02,835,4,100275,0.16,0
8,577332,213941,585639,57,62,15.54,246,1,1693872,1.01,1
4,284153,386506,878340,75,99,8.42,751,6,422819,3.09,1
18,1326018,369593,1498623,51,94,31.49,911,2,944734,1.13,1
11,4172162,368963,576115,77,91,32.84,343,4,1803156,0.14,0
5,4372060,311567,1465300,97,80,12.68,922,8,724433,0.34,0
15,1508064,113612,68772,59,69,16.02,962,0,623601,0.05,0
18,278947,96120,539899,99,56,34.52,62,1,308859,1.94,1
2,2153980,389553,153354,88,89,21.98,675,4,1169105,0.07,0
11,2738361,363062,827435,86,82,19.91,297,3,639919,0.3,0
13,4169411,76600,736725,88,77,20.01,338,0,803047,0.18,0
4,1168410,51848,142412,70,99,25.89,193,6,1244636,0.12,0
7,2610912,16820,358773,77,93,33.64,778,8,171211,0.14,0
11,2799087,280656,1397363,87,99,16.0,704,0,616085,0.5,0
4,4136642,177797,1419330,82,93,10.18,60,7,1553361,0.34,1
15,2667286,323678,1131611,60,69,10.55,428,8,673927,0.42,1
1,3567764,226223,804597,94,81,5.61,581,1,1920751,0.23,0
3,3811880,397335,1460052,93,58,21.66,342,0,1055677,0.38,0
14,894934,180848,1103091,50,83,32.87,199,5,418000,1.23,1
6,1240835,70945,109446,96,63,26.39,873,6,402177,0.09,0
18,2078292,255420,59789,82,53,34.79,178,1,1842301,0.03,0
1,4663786,355564,707262,52,78,32.29,56,4,1838644,0.15,0
6,342617,188527,32191,75,64,19.76,425,4,521806,0.09,0
6,1468962,355632,583776,64,66,19.6,558,6,426168,0.4,1
16,2301847,193505,1215692,90,68,23.85,395,0,1684853,0.53,0
5,1230120,281855,704960,63,87,8.33,917,9,1778903,0.57,1
17,1234780,200334,873889,72,58,23.23,275,7,1906590,0.71,1
10,3884334,96009,888908,57,76,18.92,297,4,789087,0.23,1
18,1664123,224857,504703,85,98,24.28,268,2,794758,0.3,0
7,1956608,19597,930340,69,64,21.96,712,8,400704,0.48,1
3,2767228,70067,538028,55,86,14.31,36,2,721761,0.19,0
13,949045,228592,211965,82,77,23.23,387,6,790691,0.22,0
15,1072109,58022,1493126,77,99,15.98,144,9,1050735,1.39,1
20,4234480,222996,1162493,99,53,10.84,331,6,1343915,0.27,0
19,587405,384817,947759,87,70,25.25,231,9,1945136,1.61,1
3,4761786,61782,549509,79,83,14.19,491,7,1696919,0.12,1
4,4958669,196085,63265,95,68,31.67,768,9,1111747,0.01,1
5,4736363,382860,525007,92,86,10.98,434,7,812719,0.11,0
1,1908175,390174,214514,66,53,23.0,519,3,128646,0.11,0
4,3587232,344180,132141,58,86,22.15,830,0,1641014,0.04,0
12,3301004,307486,579002,77,100,10.93,731,3,466535,0.18,0
10,3132208,95745,1121861,56,81,18.2,908,5,851480,0.36,1
20,2110155,244648,275079,95,94,25.27,200,9,327976,0.13,0
13,1908086,329540,905794,77,97,14.56,408,5,822509,0.47,0
14,4387442,124836,568323,66,61,8.41,661,5,757480,0.13,0
5,4012197,116998,388831,89,90,23.46,652,6,627679,0.1,0
4,4100838,60021,421153,97,65,11.72,206,0,1027662,0.1,0
14,881376,140672,280684,93,63,25.44,919,9,665987,0.32,1
10,1915872,390703,835134,93,50,30.18,758,0,254818,0.44,0
17,1156740,338980,1126859,54,81,8.7,693,6,1423765,0.97,1
10,2410846,230587,731401,54,70,18.13,982,3,1333801,0.3,1
7,4628760,218833,954411,63,53,18.35,643,5,1782426,0.21,0
16,2509231,87017,146293,55,58,23.98,487,5,1843960,0.06,0
1,4810764,251421,1365501,56,100,15.03,476,8,1611171,0.28,1
17,1704819,196894,531375,66,95,17.56,153,1,1206717,0.31,0
9,4695433,374833,1333509,58,71,5.36,717,3,1941137,0.28,1
6,2167582,90291,1497815,80,61,8.67,194,3,1348394,0.69,0
19,1040268,362594,426616,71,79,22.1,280,6,453842,0.41,1
13,3930864,176664,1226964,94,79,11.48,336,0,1127730,0.31,0
3,252635,66006,1493854,58,81,9.34,843,4,1617297,5.91,1
7,4415250,114268,115310,65,85,14.73,889,3,1711148,0.03,0
9,1183638,322282,147816,85,56,9.91,950,1,1196632,0.12,0
5,4175904,72398,469311,83,66,6.79,906,4,1249411,0.11,0
10,3463457,231163,186589,94,50,13.52,288,8,1814562,0.05,1
17,4386080,160946,98231,62,63,9.93,813,7,416783,0.02,1
12,2991671,329372,704225,68,96,28.98,489,8,1242605,0.24,1
16,2261892,334814,467153,61,93,6.88,243,6,514153,0.21,0
3,3631543,135613,732555,85,93,27.42,271,9,340037,0.2,0
9,4278140,112071,500642,59,87,16.48,83,6,1953671,0.12,1
15,3796219,120572,538182,65,75,25.26,994,1,196794,0.14,0
5,3665685,257766,1470952,77,76,6.58,926,2,306167,0.4,0
13,296748,148997,1363815,68,94,32.62,849,9,1847663,4.6,1
14,4109308,275251,553560,89,65,28.02,483,7,369449,0.13,0
20,1648598,96388,221120,55,95,9.2,962,1,1109013,0.13,0
15,1158395,105719,1082221,53,56,11.56,143,6,121940,0.93,1
16,1115767,128018,21179,79,81,24.32,601,5,1115962,0.02,0
13,501364,299761,534979,88,74,32.65,257,9,1867942,1.07,1
17,1527878,84258,653724,80,80,18.37,94,3,144146,0.43,0
8,3242244,322219,1308581,95,65,19.57,461,3,1665787,0.4,0
2,3569415,136998,1261294,76,90,12.13,519,2,1948665,0.35,0
5,2618126,294775,1280475,94,63,16.49,541,5,1406124,0.49,1
6,2309571,133120,307455,70,74,13.58,931,2,221415,0.13,0
12,3903713,203516,1406101,86,79,15.52,287,8,576250,0.36,1
18,3692804,369302,1218686,58,56,5.62,986,3,100699,0.33,1
1,581856,56221,811399,84,61,6.23,506,3,1221677,1.39,1
17,3843512,158269,552766,91,52,25.42,619,1,603912,0.14,0
11,3965444,378066,1497567,96,76,25.45,69,1,352715,0.38,0
10,963361,43550,988128,70,95,14.91,674,6,1155685,1.03,1
19,2908089,286786,302476,66,68,31.56,78,4,174323,0.1,0
14,4779097,116093,924570,73,92,12.98,473,2,1460885,0.19,0
10,4216899,271188,45900,80,86,16.87,849,5,518331,0.01,0
15,3508085,103885,221141,55,94,26.94,742,5,836534,0.06,0
19,4155199,89538,126861,84,91,27.31,91,0,165547,0.03,0
4,4198880,334158,565386,99,56,30.83,775,2,634423,0.13,0
2,3468896,291667,532582,86,98,5.87,770,4,1123282,0.15,0
9,1861127,382429,717940,62,65,10.51,209,6,1431563,0.39,1
10,4453459,211615,169173,74,81,24.22,581,3,1673525,0.04,0
11,4856630,115879,1204707,81,57,15.15,736,7,1129437,0.25,1
14,3054135,100629,827058,50,98,6.31,585,2,1792185,0.27,0
7,676377,348974,544991,98,62,22.59,841,5,1352565,0.81,0
15,598422,317682,890125,84,60,16.79,755,5,1341401,1.49,1
19,321937,319454,454633,68,69,15.92,175,8,109614,1.41,1
15,1333629,125266,714588,61,67,12.93,891,3,1613199,0.54,1
8,578355,198362,1476721,89,86,5.18,582,6,355197,2.55,1
11,2091369,284843,535916,89,55,10.47,772,9,166115,0.26,1
9,4193611,241241,627943,96,69,19.23,861,0,1370021,0.15,0
15,1548416,261249,1249737,92,81,13.27,692,0,475406,0.81,0
1,3315848,76912,268662,69,95,31.23,660,1,1513249,0.08,0
1,1875259,155327,169563,82,93,9.29,104,3,441150,0.09,0
19,1239474,89183,1187594,78,78,31.26,88,5,1426370,0.96,1
3,2159129,70282,463054,65,53,17.14,404,3,1367502,0.21,1
10,749391,68249,296455,63,56,13.28,392,5,375998,0.4,1
8,627479,48176,1174995,56,92,14.13,74,1,1085176,1.87,1
15,1560764,18163,230842,55,69,14.9,104,8,1481319,0.15,1
10,3371553,326354,235612,70,83,20.2,876,2,1072107,0.07,0
1,2794545,133844,243095,85,85,15.62,999,6,878869,0.09,0
18,3382999,376731,836765,71,56,24.42,960,0,321689,0.25,0
2,1325832,241352,706658,89,82,17.76,860,7,713505,0.53,0
19,3447727,344123,346336,68,64,25.15,611,3,1034094,0.1,0
13,3053502,88860,566099,74,81,23.13,751,4,144391,0.19,0
1,762834,162215,594360,52,71,12.33,955,6,705279,0.78,1
2,1040597,277064,639695,85,89,29.38,641,2,642526,0.61,0
16,1050122,92911,250440,94,78,28.97,784,8,621461,0.24,0
15,4841184,310140,1091550,83,74,34.67,336,8,1072234,0.23,0
13,2772703,366215,675216,60,54,10.25,183,7,269104,0.24,1
16,930559,57252,962334,97,63,30.44,634,0,1123285,1.03,0
17,721727,394878,1356543,91,99,31.16,644,1,1166620,1.88,0
7,2062015,62756,361007,96,84,24.26,271,1,878132,0.18,0
17,2650503,322379,886469,76,51,20.19,171,2,585909,0.33,0
7,1732713,362690,1265462,91,74,33.72,355,1,992284,0.73,0
13,3160356,397946,1115654,51,65,34.18,929,0,246784,0.35,0
5,4940616,221325,894199,55,95,24.25,387,4,1022483,0.18,0
17,2205464,380565,592239,95,65,15.79,782,5,596566,0.27,0
3,3076673,338779,895719,51,60,29.51,885,6,1353660,0.29,1
7,1482322,295369,143977,91,98,7.68,619,9,1247598,0.1,0
17,4805677,209245,1152267,66,84,13.72,990,6,1996340,0.24,0
7,4217641,379029,218171,89,72,34.57,119,1,1427361,0.05,0
1,1743912,95333,1251827,97,54,29.43,139,6,786071,0.72,1
17,3696425,181297,572723,63,84,33.19,404,1,1268169,0.15,0
17,1905692,282951,273390,59,78,22.84,322,1,999123,0.14,0
11,1208507,16402,264602,94,96,17.23,735,5,839877,0.22,0
3,826776,14521,1238155,82,54,34.39,168,5,405026,1.5,1
15,2918181,204237,1054604,91,52,14.28,220,7,1474872,0.36,1
11,1961987,260885,1283399,61,55,27.72,826,4,665068,0.65,1
16,1182099,386837,1167823,81,72,21.75,22,4,420727,0.99,1
9,3686082,18382,314045,98,95,11.86,419,9,935005,0.09,0
1,1750642,383140,231324,73,51,5.52,87,0,1700734,0.13,0
16,1991825,25065,661666,63,67,16.51,173,3,1761582,0.33,0
9,3310041,357614,892987,54,79,21.43,513,0,1839717,0.27,0
19,2694903,24425,499612,100,87,10.5,201,9,1596168,0.19,0
12,716031,285255,814110,54,54,17.44,544,4,514217,1.14,1
19,247367,181871,876876,96,95,23.46,208,7,1268328,3.54,1
9,1832748,63257,274507,81,98,26.45,39,0,1490321,0.15,0
7,564716,396134,63804,94,60,6.58,870,2,326280,0.11,0
14,2874691,202249,1163009,98,50,24.93,302,0,1804823,0.4,0
19,444697,399957,48544,82,59,6.7,917,5,209950,0.11,0
19,654623,353190,1048765,95,90,5.85,29,9,690568,1.6,1
2,1510646,309995,798184,53,93,9.57,719,0,189156,0.53,0
9,241340,18816,1300344,79,75,24.61,876,9,513036,5.39,1
13,1169738,12175,1056058,90,82,6.58,550,2,1694411,0.9,0
15,1092743,283485,803111,66,76,5.63,674,4,1992562,0.73,1
3,2214751,336052,909488,52,99,8.54,634,4,1916851,0.41,1
11,1613285,166726,483304,62,61,33.49,322,1,169600,0.3,0
14,3340283,69696,1008421,93,51,32.22,260,2,596746,0.3,0
8,2725525,198961,403150,97,50,7.59,171,8,675396,0.15,0
18,1530657,228216,1368278,85,50,14.12,803,0,1421438,0.89,0
19,1164211,355259,1369943,67,82,33.42,356,0,544070,1.18,1
16,1145161,302338,739980,72,71,7.93,207,1,1392492,0.65,0
2,2528767,94358,1352276,84,61,7.84,483,7,1152790,0.53,1
8,2907133,182648,403125,98,88,7.58,741,5,452741,0.14,0
6,3286810,374692,1140043,82,85,34.29,196,3,552716,0.35,0
12,4045979,160799,615692,100,70,27.29,919,6,1527909,0.15,0
15,2894991,44579,1092134,85,69,11.43,725,5,1749902,0.38,1
8,1997555,106554,1267441,66,85,6.38,196,8,465575,0.63,1
4,253010,157627,1469805,88,75,33.96,900,5,1661087,5.81,1
15,1107272,325438,103018,83,96,17.76,434,1,797386,0.09,0
20,4574984,59777,153947,61,80,22.95,597,2,1901609,0.03,0
17,2696282,50751,221325,54,50,13.38,329,8,1261000,0.08,1
13,4274411,210671,35607,97,87,27.75,21,6,345453,0.01,0
18,736364,118750,61684,89,63,10.9,336,5,753187,0.08,0
2,1103057,84180,1478073,76,75,28.61,802,4,634295,1.34,1
13,1950652,248986,537889,89,95,11.92,528,2,1388942,0.28,0
13,1823162,214750,787567,62,91,7.94,591,3,925737,0.43,0
15,4186464,303788,1058677,75,56,19.36,387,0,1045709,0.25,0
20,4464139,43521,1198279,63,61,29.4,574,4,743032,0.27,1
10,2819909,21564,727444,81,73,16.55,624,6,1722213,0.26,1
3,2933864,115155,1478662,60,68,5.87,245,1,1057903,0.5,1
19,863478,197150,704345,87,58,21.6,955,7,1901336,0.82,1
3,4339524,360891,420431,65,84,25.41,499,9,390091,0.1,1
14,1502970,283346,758175,71,53,27.22,817,5,1455995,0.5,1
8,2616207,381551,19215,96,94,17.06,82,9,1284611,0.01,0
4,1190993,144757,669384,65,91,7.91,299,2,1795520,0.56,1
20,1788049,100197,76949,62,81,22.53,959,1,671485,0.04,0
11,1159296,52637,868287,61,95,14.89,33,7,253752,0.75,1
11,2013948,159438,1002486,67,55,33.41,47,3,1339564,0.5,0
11,462530,34276,700843,78,77,20.08,161,6,321094,1.52,1
2,3831097,353090,892711,67,77,19.17,971,6,1507694,0.23,1
17,2242361,347358,752932,95,89,14.28,639,9,776606,0.34,1
9,417767,165647,1257805,51,100,15.16,821,8,949317,3.01,1
2,1309970,313374,1452303,51,78,20.38,609,9,486205,1.11,1
15,4070033,220496,646186,52,91,14.2,778,7,1020845,0.16,1
16,846004,396230,517291,78,54,31.77,492,7,1524177,0.61,1
4,387486,139526,419464,57,54,18.17,543,6,894179,1.08,1
8,1828782,164093,1333986,60,86,13.76,203,9,567200,0.73,1
9,3588284,307203,588843,61,90,9.66,336,4,1880412,0.16,0
5,1626360,11532,62995,81,77,25.17,380,8,1773730,0.04,0
16,1933391,112666,1263222,53,90,5.77,464,6,443276,0.65,1
13,566590,191877,463593,58,96,18.5,315,2,163409,0.82,0
7,294702,91551,1406831,73,58,21.5,423,5,785987,4.77,1
20,2402661,178828,1303375,98,78,15.19,771,2,1494307,0.54,0
17,4750056,81880,1434467,65,63,27.49,957,5,1367882,0.3,0
3,1362886,116734,1221381,66,87,25.27,282,7,1220525,0.9,1
